,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count_total
214,2011-08-03,Spring,0,Jan,5,0,Mon,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0.2537,0,3,3
215,2011-08-04,Spring,0,Jan,6,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2836,0,31,31
216,2011-08-05,Spring,0,Jan,7,0,Mon,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0.2239,2,75,77
217,2011-08-06,Spring,0,Jan,8,0,Mon,1,Misty/Cloudy,0.12,0.1212,0.5,0.2836,4,184,188
218,2011-08-07,Spring,0,Jan,9,0,Mon,1,Misty/Cloudy,0.14,0.1212,0.5,0.2537,2,92,94
219,2011-08-08,Spring,0,Jan,10,0,Mon,1,Misty/Cloudy,0.14,0.1212,0.5,0.2985,0,31,31
220,2011-08-09,Spring,0,Jan,11,0,Mon,1,Misty/Cloudy,0.16,0.1364,0.47,0.2836,2,28,30
221,2011-08-10,Spring,0,Jan,12,0,Mon,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,5,47,52
222,2011-08-11,Spring,0,Jan,13,0,Mon,1,Misty/Cloudy,0.2,0.1818,0.4,0.2836,4,50,54
223,2011-08-12,Spring,0,Jan,14,0,Mon,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,0,47,47
224,2011-08-13,Spring,0,Jan,15,0,Mon,1,Misty/Cloudy,0.2,0.197,0.4,0.2239,2,43,45
225,2011-08-14,Spring,0,Jan,16,0,Mon,1,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1343,4,70,74
226,2011-08-15,Spring,0,Jan,17,0,Mon,1,Clear/Partly Cloudy,0.2,0.2273,0.4,0.1045,4,174,178
227,2011-08-16,Spring,0,Jan,18,0,Mon,1,Clear/Partly Cloudy,0.2,0.197,0.4,0.2239,1,154,155
228,2011-08-17,Spring,0,Jan,19,0,Mon,1,Clear/Partly Cloudy,0.16,0.1667,0.47,0.1642,3,92,95
229,2011-08-18,Spring,0,Jan,20,0,Mon,1,Clear/Partly Cloudy,0.16,0.1667,0.5,0.1642,1,73,74
230,2011-08-19,Spring,0,Jan,21,0,Mon,1,Clear/Partly Cloudy,0.14,0.1364,0.59,0.194,1,37,38
231,2011-08-20,Spring,0,Jan,22,0,Mon,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,2,22,24
232,2011-08-21,Spring,0,Jan,23,0,Mon,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,18,18
233,2011-08-22,Spring,0,Jan,0,0,Tue,1,Clear/Partly Cloudy,0.14,0.1667,0.59,0.1045,2,10,12
234,2011-08-23,Spring,0,Jan,1,0,Tue,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0.1642,0,3,3
235,2011-08-24,Spring,0,Jan,2,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.55,0.194,0,3,3
236,2011-08-25,Spring,0,Jan,5,0,Tue,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,6,6
237,2011-08-26,Spring,0,Jan,6,0,Tue,1,Misty/Cloudy,0.16,0.1818,0.55,0.1343,0,27,27
238,2011-08-27,Spring,0,Jan,7,0,Tue,1,Misty/Cloudy,0.16,0.2273,0.55,0.0,2,97,99
239,2011-08-28,Spring,0,Jan,8,0,Tue,1,Misty/Cloudy,0.18,0.2121,0.51,0.0896,3,214,217
240,2011-08-29,Spring,0,Jan,9,0,Tue,1,Misty/Cloudy,0.18,0.197,0.51,0.1642,3,127,130
241,2011-08-30,Spring,0,Jan,10,0,Tue,1,Misty/Cloudy,0.2,0.2121,0.51,0.1642,3,51,54
242,2011-08-31,Spring,0,Jan,11,0,Tue,1,Misty/Cloudy,0.2,0.2121,0.47,0.1343,4,31,35
243,2011-09-01,Spring,0,Jan,12,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.51,0.1045,2,55,57
244,2011-09-02,Spring,0,Jan,13,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,6,46,52
245,2011-09-03,Spring,0,Jan,14,0,Tue,1,Misty/Cloudy,0.2,0.2273,0.59,0.0896,3,60,63
246,2011-09-04,Spring,0,Jan,15,0,Tue,1,Misty/Cloudy,0.16,0.197,0.8,0.0896,2,45,47
247,2011-09-05,Spring,0,Jan,16,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,4,72,76
248,2011-09-06,Spring,0,Jan,17,0,Tue,1,Misty/Cloudy,0.16,0.1515,0.86,0.2239,6,130,136
249,2011-09-07,Spring,0,Jan,18,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,94,95
250,2011-09-08,Spring,0,Jan,19,0,Tue,1,Light Snow/Rain,0.16,0.2273,0.93,0.0,0,51,51
251,2011-09-09,Spring,0,Jan,20,0,Tue,1,Light Snow/Rain,0.16,0.1515,0.93,0.194,0,32,32
252,2011-09-10,Spring,0,Jan,21,0,Tue,1,Light Snow/Rain,0.16,0.197,0.86,0.0896,0,20,20
253,2011-09-11,Spring,0,Jan,22,0,Tue,1,Light Snow/Rain,0.16,0.1818,0.93,0.1045,1,28,29
254,2011-09-12,Spring,0,Jan,23,0,Tue,1,Light Snow/Rain,0.16,0.197,0.93,0.0896,1,18,19
255,2011-09-13,Spring,0,Jan,0,0,Wed,1,Misty/Cloudy,0.16,0.197,0.86,0.0896,0,7,7
256,2011-09-14,Spring,0,Jan,1,0,Wed,1,Misty/Cloudy,0.16,0.1818,0.86,0.1045,0,6,6
257,2011-09-15,Spring,0,Jan,2,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1343,0,1,1
258,2011-09-16,Spring,0,Jan,5,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0.1642,0,5,5
259,2011-09-17,Spring,0,Jan,6,0,Wed,1,Clear/Partly Cloudy,0.12,0.1515,0.93,0.1343,0,16,16
260,2011-09-18,Spring,0,Jan,7,0,Wed,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,54,54
261,2011-09-19,Spring,0,Jan,8,0,Wed,1,Clear/Partly Cloudy,0.16,0.1667,0.59,0.1642,3,125,128
262,2011-09-20,Spring,0,Jan,9,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.59,0.3284,3,78,81
263,2011-09-21,Spring,0,Jan,10,0,Wed,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.2239,0,39,39
264,2011-09-22,Spring,0,Jan,11,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.51,0.3881,3,32,35
265,2011-09-23,Spring,0,Jan,12,0,Wed,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5821,3,52,55
266,2011-09-24,Spring,0,Jan,13,0,Wed,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3582,0,49,49
267,2011-09-25,Spring,0,Jan,14,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3284,0,44,44
268,2011-09-26,Spring,0,Jan,15,0,Wed,1,Clear/Partly Cloudy,0.2,0.1667,0.47,0.4179,1,48,49
269,2011-09-27,Spring,0,Jan,16,0,Wed,1,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,5,63,68
270,2011-09-28,Spring,0,Jan,17,0,Wed,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0.3582,0,139,139
271,2011-09-29,Spring,0,Jan,18,0,Wed,1,Clear/Partly Cloudy,0.2,0.1515,0.47,0.5224,2,135,137
272,2011-09-30,Spring,0,Jan,19,0,Wed,1,Clear/Partly Cloudy,0.18,0.1515,0.47,0.4179,1,82,83
273,2011-10-01,Spring,0,Jan,20,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.5,0.3284,2,54,56
274,2011-10-02,Spring,0,Jan,21,0,Wed,1,Clear/Partly Cloudy,0.16,0.1364,0.55,0.3284,0,57,57
275,2011-10-03,Spring,0,Jan,22,0,Wed,1,Clear/Partly Cloudy,0.16,0.1212,0.55,0.4478,1,32,33
276,2011-10-04,Spring,0,Jan,23,0,Wed,1,Clear/Partly Cloudy,0.14,0.1061,0.59,0.4179,1,19,20
277,2011-10-05,Spring,0,Jan,0,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.59,0.2836,1,6,7
278,2011-10-06,Spring,0,Jan,1,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2836,0,2,2
279,2011-10-07,Spring,0,Jan,2,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3582,0,2,2
280,2011-10-08,Spring,0,Jan,3,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,0,3,3
281,2011-10-09,Spring,0,Jan,4,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2537,0,4,4
282,2011-10-10,Spring,0,Jan,5,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.2985,0,3,3
283,2011-10-11,Spring,0,Jan,6,0,Thu,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,28,28
284,2011-10-12,Spring,0,Jan,7,0,Thu,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0.1343,0,72,72
285,2011-10-13,Spring,0,Jan,8,0,Thu,1,Clear/Partly Cloudy,0.14,0.1364,0.5,0.194,5,197,202
286,2011-10-14,Spring,0,Jan,9,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0.3284,2,137,139
287,2011-10-15,Spring,0,Jan,10,0,Thu,1,Misty/Cloudy,0.16,0.1364,0.5,0.3582,2,36,38
288,2011-10-16,Spring,0,Jan,11,0,Thu,1,Misty/Cloudy,0.2,0.1667,0.44,0.4478,4,33,37
289,2011-10-17,Spring,0,Jan,12,0,Thu,1,Clear/Partly Cloudy,0.2,0.1667,0.44,0.4179,3,49,52
290,2011-10-18,Spring,0,Jan,13,0,Thu,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.4478,2,81,83
291,2011-10-19,Spring,0,Jan,14,0,Thu,1,Clear/Partly Cloudy,0.22,0.197,0.41,0.3881,3,39,42
292,2011-10-20,Spring,0,Jan,15,0,Thu,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.2985,5,55,60
293,2011-10-21,Spring,0,Jan,16,0,Thu,1,Clear/Partly Cloudy,0.24,0.2121,0.38,0.3582,2,76,78
294,2011-10-22,Spring,0,Jan,17,0,Thu,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.2836,4,158,162
295,2011-10-23,Spring,0,Jan,18,0,Thu,1,Clear/Partly Cloudy,0.2,0.1818,0.4,0.3284,3,141,144
296,2011-10-24,Spring,0,Jan,19,0,Thu,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2537,1,98,99
297,2011-10-25,Spring,0,Jan,20,0,Thu,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0.2239,0,64,64
298,2011-10-26,Spring,0,Jan,21,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.2985,0,40,40
299,2011-10-27,Spring,0,Jan,22,0,Thu,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0.3284,0,30,30
300,2011-10-28,Spring,0,Jan,23,0,Thu,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,1,14,15
301,2011-10-29,Spring,0,Jan,0,0,Fri,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0.194,0,14,14
302,2011-10-30,Spring,0,Jan,1,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1642,0,5,5
303,2011-10-31,Spring,0,Jan,2,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0.1343,0,1,1
304,2011-11-01,Spring,0,Jan,3,0,Fri,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.1045,0,1,1
305,2011-11-02,Spring,0,Jan,5,0,Fri,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0.0896,0,8,8
306,2011-11-03,Spring,0,Jan,6,0,Fri,1,Clear/Partly Cloudy,0.1,0.1818,0.54,0.0,0,17,17
307,2011-11-04,Spring,0,Jan,7,0,Fri,1,Clear/Partly Cloudy,0.1,0.1212,0.74,0.1642,0,70,70
308,2011-11-05,Spring,0,Jan,8,0,Fri,1,Clear/Partly Cloudy,0.12,0.1667,0.68,0.0,2,156,158
309,2011-11-06,Spring,0,Jan,9,0,Fri,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0.1343,0,117,117
310,2011-11-07,Spring,0,Jan,10,0,Fri,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0.194,4,40,44
311,2011-11-08,Spring,0,Jan,11,0,Fri,1,Clear/Partly Cloudy,0.18,0.1667,0.51,0.2836,6,47,53
312,2011-11-09,Spring,0,Jan,12,0,Fri,1,Clear/Partly Cloudy,0.2,0.197,0.44,0.2537,2,59,61
313,2011-11-10,Spring,0,Jan,13,0,Fri,1,Clear/Partly Cloudy,0.22,0.197,0.37,0.3881,4,73,77
314,2011-11-11,Spring,0,Jan,14,0,Fri,1,Clear/Partly Cloudy,0.22,0.2121,0.41,0.2836,5,59,64
315,2011-11-12,Spring,0,Jan,15,0,Fri,1,Clear/Partly Cloudy,0.24,0.2424,0.38,0.1642,9,59,68
316,2011-11-13,Spring,0,Jan,16,0,Fri,1,Clear/Partly Cloudy,0.22,0.2424,0.41,0.1045,3,87,90
317,2011-11-14,Spring,0,Jan,17,0,Fri,1,Clear/Partly Cloudy,0.22,0.2273,0.41,0.1642,4,155,159
318,2011-11-15,Spring,0,Jan,18,0,Fri,1,Clear/Partly Cloudy,0.2,0.2576,0.47,0.0,5,134,139
319,2011-11-16,Spring,0,Jan,19,0,Fri,1,Clear/Partly Cloudy,0.16,0.197,0.59,0.0896,3,89,92
320,2011-11-17,Spring,0,Jan,20,0,Fri,1,Clear/Partly Cloudy,0.18,0.2424,0.59,0.0,0,68,68
321,2011-11-18,Spring,0,Jan,21,0,Fri,1,Clear/Partly Cloudy,0.16,0.2273,0.69,0.0,4,48,52
322,2011-11-19,Spring,0,Jan,22,0,Fri,1,Misty/Cloudy,0.16,0.2273,0.69,0.0,2,34,36
323,2011-11-20,Spring,0,Jan,23,0,Fri,1,Misty/Cloudy,0.18,0.2424,0.55,0.0,1,26,27
324,2011-11-21,Spring,0,Jan,0,0,Sat,0,Clear/Partly Cloudy,0.18,0.2424,0.55,0.0,3,25,28
325,2011-11-22,Spring,0,Jan,1,0,Sat,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,2,18,20
326,2011-11-23,Spring,0,Jan,2,0,Sat,0,Misty/Cloudy,0.16,0.197,0.59,0.0896,0,12,12
327,2011-11-24,Spring,0,Jan,3,0,Sat,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,1,7,8
328,2011-11-25,Spring,0,Jan,4,0,Sat,0,Misty/Cloudy,0.16,0.2273,0.59,0.0,0,5,5
329,2011-11-26,Spring,0,Jan,5,0,Sat,0,Clear/Partly Cloudy,0.16,0.2273,0.59,0.0,0,1,1
330,2011-11-27,Spring,0,Jan,6,0,Sat,0,Clear/Partly Cloudy,0.14,0.1667,0.63,0.1045,1,2,3
331,2011-11-28,Spring,0,Jan,7,0,Sat,0,Clear/Partly Cloudy,0.14,0.2121,0.63,0.0,1,9,10
332,2011-11-29,Spring,0,Jan,8,0,Sat,0,Clear/Partly Cloudy,0.14,0.1515,0.63,0.1343,1,22,23
333,2011-11-30,Spring,0,Jan,9,0,Sat,0,Clear/Partly Cloudy,0.16,0.1818,0.64,0.1343,2,31,33
334,2011-12-01,Spring,0,Jan,10,0,Sat,0,Clear/Partly Cloudy,0.18,0.197,0.59,0.1642,2,57,59
335,2011-12-02,Spring,0,Jan,11,0,Sat,0,Clear/Partly Cloudy,0.2,0.197,0.55,0.2239,18,54,72
336,2011-12-03,Spring,0,Jan,12,0,Sat,0,Clear/Partly Cloudy,0.24,0.2273,0.48,0.2239,15,74,89
337,2011-12-04,Spring,0,Jan,13,0,Sat,0,Clear/Partly Cloudy,0.28,0.2576,0.38,0.2985,21,80,101
338,2011-12-05,Spring,0,Jan,14,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.39,0.2836,26,92,118
339,2011-12-06,Spring,0,Jan,15,0,Sat,0,Misty/Cloudy,0.32,0.3182,0.36,0.194,21,108,129
340,2011-12-07,Spring,0,Jan,16,0,Sat,0,Misty/Cloudy,0.34,0.3333,0.34,0.194,33,95,128
341,2011-12-08,Spring,0,Jan,17,0,Sat,0,Misty/Cloudy,0.32,0.303,0.36,0.2836,29,54,83
342,2011-12-09,Spring,0,Jan,18,0,Sat,0,Misty/Cloudy,0.3,0.2879,0.45,0.2537,15,69,84
343,2011-12-10,Spring,0,Jan,19,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,14,60,74
344,2011-12-11,Spring,0,Jan,20,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2537,6,35,41
345,2011-12-12,Spring,0,Jan,21,0,Sat,0,Misty/Cloudy,0.32,0.303,0.39,0.2239,6,51,57
346,2011-12-13,Spring,0,Jan,22,0,Sat,0,Misty/Cloudy,0.3,0.3182,0.42,0.1045,0,26,26
347,2011-12-14,Spring,0,Jan,23,0,Sat,0,Clear/Partly Cloudy,0.3,0.2879,0.45,0.2836,5,39,44
348,2011-12-15,Spring,0,Jan,0,0,Sun,0,Clear/Partly Cloudy,0.26,0.303,0.56,0.0,6,33,39
349,2011-12-16,Spring,0,Jan,1,0,Sun,0,Clear/Partly Cloudy,0.26,0.2727,0.56,0.1343,4,19,23
350,2011-12-17,Spring,0,Jan,2,0,Sun,0,Clear/Partly Cloudy,0.26,0.2879,0.56,0.0896,3,13,16
351,2011-12-18,Spring,0,Jan,3,0,Sun,0,Clear/Partly Cloudy,0.22,0.2727,0.69,0.0,9,6,15
352,2011-12-19,Spring,0,Jan,4,0,Sun,0,Clear/Partly Cloudy,0.26,0.2576,0.56,0.1642,0,1,1
353,2011-12-20,Spring,0,Jan,5,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,1,1,2
354,2011-12-21,Spring,0,Jan,6,0,Sun,0,Misty/Cloudy,0.26,0.2576,0.56,0.1642,0,1,1
355,2011-12-22,Spring,0,Jan,7,0,Sun,0,Misty/Cloudy,0.24,0.2121,0.56,0.2985,0,3,3
356,2011-12-23,Spring,0,Jan,8,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.55,0.2836,0,18,18
357,2011-12-24,Spring,0,Jan,9,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2537,3,29,32
358,2011-12-25,Spring,0,Jan,10,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.51,0.2836,8,71,79
359,2011-12-26,Spring,0,Jan,11,0,Sun,0,Clear/Partly Cloudy,0.24,0.2273,0.44,0.2537,23,70,93
360,2011-12-27,Spring,0,Jan,12,0,Sun,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.2836,29,75,104
361,2011-12-28,Spring,0,Jan,13,0,Sun,0,Clear/Partly Cloudy,0.26,0.2273,0.35,0.2985,23,95,118
362,2011-12-29,Spring,0,Jan,14,0,Sun,0,Clear/Partly Cloudy,0.28,0.2727,0.36,0.2537,22,69,91
363,2011-12-30,Spring,0,Jan,15,0,Sun,0,Clear/Partly Cloudy,0.26,0.2424,0.38,0.2537,35,78,113
364,2011-12-31,Spring,0,Jan,16,0,Sun,0,Clear/Partly Cloudy,0.24,0.2273,0.38,0.2239,22,77,99
365,2012-01-01,Spring,0,Jan,17,0,Sun,0,Clear/Partly Cloudy,0.22,0.2121,0.37,0.2537,23,82,105
366,2012-01-02,Spring,0,Jan,18,0,Sun,0,Clear/Partly Cloudy,0.2,0.2121,0.4,0.1642,11,56,67
367,2012-01-03,Spring,0,Jan,19,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1343,14,47,61
368,2012-01-04,Spring,0,Jan,20,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.47,0.1642,7,50,57
369,2012-01-05,Spring,0,Jan,21,0,Sun,0,Clear/Partly Cloudy,0.18,0.197,0.51,0.1642,6,22,28
370,2012-01-06,Spring,0,Jan,22,0,Sun,0,Misty/Cloudy,0.2,0.2121,0.49,0.1343,2,19,21
371,2012-01-07,Spring,0,Jan,23,0,Sun,0,Misty/Cloudy,0.2,0.2273,0.4,0.1045,0,18,18
372,2012-01-08,Spring,0,Jan,0,1,Mon,0,Misty/Cloudy,0.2,0.197,0.47,0.2239,1,16,17
373,2012-01-09,Spring,0,Jan,1,1,Mon,0,Misty/Cloudy,0.2,0.197,0.44,0.194,1,15,16
374,2012-01-10,Spring,0,Jan,2,1,Mon,0,Misty/Cloudy,0.18,0.1667,0.43,0.2537,0,8,8
375,2012-01-11,Spring,0,Jan,3,1,Mon,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,2,2
376,2012-01-12,Spring,0,Jan,4,1,Mon,0,Misty/Cloudy,0.18,0.197,0.43,0.1343,1,2,3
377,2012-01-13,Spring,0,Jan,5,1,Mon,0,Misty/Cloudy,0.18,0.197,0.43,0.1642,0,1,1
378,2012-01-14,Spring,0,Jan,6,1,Mon,0,Misty/Cloudy,0.18,0.1818,0.43,0.194,0,5,5
379,2012-01-15,Spring,0,Jan,7,1,Mon,0,Misty/Cloudy,0.16,0.1818,0.5,0.1343,4,9,13
380,2012-01-16,Spring,0,Jan,8,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,3,30,33
381,2012-01-17,Spring,0,Jan,9,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.47,0.2239,8,39,47
382,2012-01-18,Spring,0,Jan,10,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.5,0.2537,7,50,57
383,2012-01-19,Spring,0,Jan,11,1,Mon,0,Misty/Cloudy,0.16,0.1515,0.55,0.194,9,55,64
384,2012-01-20,Spring,0,Jan,12,1,Mon,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,10,70,80
385,2012-01-21,Spring,0,Jan,13,1,Mon,0,Misty/Cloudy,0.18,0.197,0.47,0.1343,13,80,93
386,2012-01-22,Spring,0,Jan,14,1,Mon,0,Misty/Cloudy,0.18,0.2121,0.43,0.1045,12,74,86
387,2012-01-23,Spring,0,Jan,15,1,Mon,0,Misty/Cloudy,0.2,0.2121,0.47,0.1642,21,72,93
388,2012-01-24,Spring,0,Jan,16,1,Mon,0,Misty/Cloudy,0.2,0.2121,0.47,0.1642,6,76,82
389,2012-01-25,Spring,0,Jan,17,1,Mon,0,Clear/Partly Cloudy,0.2,0.197,0.51,0.194,4,67,71
390,2012-01-26,Spring,0,Jan,18,1,Mon,0,Misty/Cloudy,0.18,0.1667,0.55,0.2537,7,85,92
391,2012-01-27,Spring,0,Jan,19,1,Mon,0,Light Snow/Rain,0.18,0.1818,0.59,0.194,2,58,60
392,2012-01-28,Spring,0,Jan,20,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,4,29,33
393,2012-01-29,Spring,0,Jan,21,1,Mon,0,Light Snow/Rain,0.16,0.1515,0.8,0.194,3,24,27
394,2012-01-30,Spring,0,Jan,22,1,Mon,0,Light Snow/Rain,0.14,0.1212,0.93,0.2537,0,13,13
395,2012-01-31,Spring,0,Jan,23,1,Mon,0,Light Snow/Rain,0.16,0.1364,0.86,0.2836,1,3,4
396,2012-02-01,Spring,0,Jan,12,0,Tue,1,Misty/Cloudy,0.2,0.1818,0.86,0.3284,0,3,3
397,2012-02-02,Spring,0,Jan,13,0,Tue,1,Misty/Cloudy,0.2,0.197,0.86,0.2239,0,22,22
398,2012-02-03,Spring,0,Jan,14,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.8,0.1642,2,26,28
399,2012-02-04,Spring,0,Jan,15,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.87,0.1642,3,32,35
400,2012-02-05,Spring,0,Jan,16,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.87,0.194,0,61,61
401,2012-02-06,Spring,0,Jan,17,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.82,0.194,1,124,125
402,2012-02-07,Spring,0,Jan,18,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.8,0.1642,1,132,133
403,2012-02-08,Spring,0,Jan,19,0,Tue,1,Misty/Cloudy,0.22,0.2273,0.8,0.1343,1,98,99
404,2012-02-09,Spring,0,Jan,20,0,Tue,1,Misty/Cloudy,0.22,0.2727,0.87,0.0,0,83,83
405,2012-02-10,Spring,0,Jan,21,0,Tue,1,Misty/Cloudy,0.22,0.2424,0.93,0.1045,0,41,41
406,2012-02-11,Spring,0,Jan,22,0,Tue,1,Misty/Cloudy,0.22,0.2576,0.93,0.0896,0,33,33
407,2012-02-12,Spring,0,Jan,23,0,Tue,1,Misty/Cloudy,0.22,0.2727,0.93,0.0,1,19,20
408,2012-02-13,Spring,0,Jan,0,0,Wed,1,Misty/Cloudy,0.22,0.2727,0.93,0.0,0,3,3
409,2012-02-14,Spring,0,Jan,1,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,6,7
410,2012-02-15,Spring,0,Jan,2,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,0,3,3
411,2012-02-16,Spring,0,Jan,4,0,Wed,1,Light Snow/Rain,0.22,0.2273,0.93,0.1343,1,1,2
412,2012-02-17,Spring,0,Jan,5,0,Wed,1,Misty/Cloudy,0.22,0.2576,0.93,0.0896,0,7,7
413,2012-02-18,Spring,0,Jan,6,0,Wed,1,Misty/Cloudy,0.22,0.2576,0.93,0.0896,0,32,32
414,2012-02-19,Spring,0,Jan,7,0,Wed,1,Misty/Cloudy,0.24,0.2576,0.92,0.1045,1,89,90
415,2012-02-20,Spring,0,Jan,8,0,Wed,1,Misty/Cloudy,0.24,0.2576,0.93,0.1045,1,196,197
416,2012-02-21,Spring,0,Jan,9,0,Wed,1,Misty/Cloudy,0.24,0.2576,0.93,0.1045,2,107,109
417,2012-02-22,Spring,0,Jan,10,0,Wed,1,Misty/Cloudy,0.26,0.2727,0.93,0.1343,1,46,47
418,2012-02-23,Spring,0,Jan,11,0,Wed,1,Misty/Cloudy,0.28,0.303,0.87,0.0896,5,47,52
419,2012-02-24,Spring,0,Jan,12,0,Wed,1,Misty/Cloudy,0.3,0.3182,0.81,0.0896,5,65,70
420,2012-02-25,Spring,0,Jan,13,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.62,0.2836,11,67,78
421,2012-02-26,Spring,0,Jan,14,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.58,0.2537,7,68,75
422,2012-02-27,Spring,0,Jan,15,0,Wed,1,Clear/Partly Cloudy,0.4,0.4091,0.54,0.2836,4,78,82
423,2012-02-28,Spring,0,Jan,16,0,Wed,1,Clear/Partly Cloudy,0.38,0.3939,0.58,0.3881,10,94,104
424,2012-02-29,Spring,0,Jan,17,0,Wed,1,Clear/Partly Cloudy,0.36,0.3333,0.57,0.3284,7,190,197
425,2012-03-01,Spring,0,Jan,18,0,Wed,1,Clear/Partly Cloudy,0.34,0.3182,0.61,0.2836,5,156,161
426,2012-03-02,Spring,0,Jan,19,0,Wed,1,Clear/Partly Cloudy,0.32,0.2879,0.57,0.4179,4,108,112
427,2012-03-03,Spring,0,Jan,20,0,Wed,1,Clear/Partly Cloudy,0.32,0.303,0.49,0.2985,2,74,76
428,2012-03-04,Spring,0,Jan,21,0,Wed,1,Clear/Partly Cloudy,0.32,0.2879,0.49,0.4179,4,55,59
429,2012-03-05,Spring,0,Jan,22,0,Wed,1,Clear/Partly Cloudy,0.3,0.303,0.52,0.1642,6,53,59
